year_film,year_ceremony,ceremony,category,name,film,winner
1970,1971,43,MUSIC (Original Score),Frank Cordell,Cromwell,0
1970,1971,43,MUSIC (Original Score),Francis Lai,Love Story,1
1970,1971,43,MUSIC (Original Song Score),"Music by Rod McKuen and John Scott Trotter; lyrics by Rod McKuen, Bill Melendez and Al Shean; adaptation score by Vince Guaraldi",A Boy Named Charlie Brown,0
1970,1971,43,MUSIC (Song--Original for the Picture),Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),Lovers and Other Strangers,1
1970,1971,43,MUSIC (Song--Original for the Picture),Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,Pieces of Dreams,0
1970,1971,43,BEST PICTURE,"Bob Rafelson and Richard Wechsler, Producers",Five Easy Pieces,0
1970,1971,43,BEST PICTURE,"Howard G. Minsky, Producer",Love Story,0
1970,1971,43,BEST PICTURE,"Frank McCarthy, Producer",Patton,1
1970,1971,43,SHORT SUBJECT (Cartoon),"Robert Mitchell and Dale Case, Producers",The Further Adventures of Uncle Sam: Part Two,0
1970,1971,43,SHORT SUBJECT (Live Action),"Robert Siegler, Producer",Shut Up...I'm Crying,0
1970,1971,43,SOUND,"Ronald Pierce, David Moriarty",Airport,0
1970,1971,43,WRITING (Screenplay--based on material from another medium),Robert Anderson,I Never Sang for My Father,0
1970,1971,43,WRITING (Screenplay--based on material from another medium),"Renee Taylor, Joseph Bologna, David Zelag Goodman",Lovers and Other Strangers,0
1970,1971,43,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Story by Bob Rafelson, Adrien Joyce;  Screenplay by Adrien Joyce",Five Easy Pieces,0
1970,1971,43,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Francis Ford Coppola, Edmund H. North",Patton,1
1970,1971,43,JEAN HERSHOLT HUMANITARIAN AWARD,Frank Sinatra,,1
1971,1972,44,ACTOR,Peter Finch,Sunday Bloody Sunday,0
1971,1972,44,ACTRESS,Glenda Jackson,Sunday Bloody Sunday,0
1971,1972,44,ART DIRECTION,"Art Direction:  John B. Mansbridge, Peter Ellenshaw;  Set Decoration:  Emile Kuri, Hal Gausman",Bedknobs and Broomsticks,0
1971,1972,44,ART DIRECTION,"Art Direction:  Robert Boyle, Michael Stringer;  Set Decoration:  Peter Lamont",Fiddler on the Roof,0
1971,1972,44,ART DIRECTION,"Art Direction:  Terence Marsh, Robert Cartwright;  Set Decoration:  Peter Howitt","Mary, Queen of Scots",0
1971,1972,44,CINEMATOGRAPHY,Robert Surtees,The Last Picture Show,0
1971,1972,44,CINEMATOGRAPHY,Robert Surtees,Summer of '42,0
1971,1972,44,DIRECTING,Stanley Kubrick,A Clockwork Orange,0
1971,1972,44,DIRECTING,Peter Bogdanovich,The Last Picture Show,0
1971,1972,44,DOCUMENTARY (Short Subject),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,1
1971,1972,44,FILM EDITING,"Stuart Gilmore, John W. Holmes",The Andromeda Strain,0
1971,1972,44,MUSIC (Original Dramatic Score),Richard Rodney Bennett,Nicholas and Alexandra,0
1971,1972,44,MUSIC (Original Dramatic Score),Michel Legrand,Summer of '42,1
1971,1972,44,MUSIC (Scoring: Adaptation and Original Song Score),Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Irwin Kostal,Bedknobs and Broomsticks,0
1971,1972,44,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Peter Maxwell Davies and Peter Greenwell,The Boy Friend,0
1971,1972,44,MUSIC (Song--Original for the Picture),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,Bedknobs and Broomsticks,0
1971,1972,44,BEST PICTURE,"Stanley Kubrick, Producer",A Clockwork Orange,0
1971,1972,44,SHORT SUBJECT (Animated),"Peter Sander and Murray Shostak, Producers",The Selfish Giant,0
1971,1972,44,SHORT SUBJECT (Live Action),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,1
1971,1972,44,SOUND,"Gordon K. McCallum, David Hildyard",Fiddler on the Roof,1
1971,1972,44,SOUND,"Theodore Soderberg, Christopher Newman",The French Connection,0
1971,1972,44,SOUND,"Bob Jones, John Aldred","Mary, Queen of Scots",0
1971,1972,44,SPECIAL VISUAL EFFECTS,"Alan Maley, Eustace Lycett, Danny Lee",Bedknobs and Broomsticks,1
1971,1972,44,SPECIAL VISUAL EFFECTS,"Jim Danforth, Roger Dicken",When Dinosaurs Ruled the Earth,0
1971,1972,44,WRITING (Screenplay--based on material from another medium),Stanley Kubrick,A Clockwork Orange,0
1971,1972,44,WRITING (Screenplay--based on material from another medium),"Larry McMurtry, Peter Bogdanovich",The Last Picture Show,0
1972,1973,45,ACTOR,Peter O'Toole,The Ruling Class,0
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Godfather,0
1972,1973,45,ART DIRECTION,Art Direction:  Carl Anderson;  Set Decoration:  Reg Allen,Lady Sings the Blues,0
1972,1973,45,ART DIRECTION,"Art Direction:  John Box, Gil Parrondo, Robert W. Laing",Travels with My Aunt,0
1972,1973,45,ART DIRECTION,"Art Direction:  Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson;  Set Decoration:  Peter James",Young Winston,0
1972,1973,45,COSTUME DESIGN,"Bob Mackie, Ray Aghayan, Norma Koch",Lady Sings the Blues,0
1972,1973,45,DIRECTING,Bob Fosse,Cabaret,1
1972,1973,45,DIRECTING,Francis Ford Coppola,The Godfather,0
1972,1973,45,DOCUMENTARY (Feature),"Robert Hendrickson and Laurence Merrick, Producers",Manson,0
1972,1973,45,DOCUMENTARY (Feature),"Howard Smith and Sarah Kernochan, Producers",Marjoe,1
1972,1973,45,DOCUMENTARY (Short Subject),"Peter Schamoni, Producer",Hundertwasser's Rainy Day,0
1972,1973,45,DOCUMENTARY (Short Subject),"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",This Tiny World,1
1972,1973,45,FILM EDITING,David Bretherton,Cabaret,1
1972,1973,45,FILM EDITING,"William Reynolds, Peter Zinner",The Godfather,0
1972,1973,45,FILM EDITING,"Frank P. Keller, Fred W. Berger",The Hot Rock,0
1972,1973,45,MUSIC (Song--Original for the Picture),Music by Sammy Fain; Lyrics by Paul Francis Webster,The Stepmother,0
1972,1973,45,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,0
1972,1973,45,SHORT SUBJECT (Animated),"Bob Godfrey, Producer",Kama Sutra Rides Again,0
1972,1973,45,SHORT SUBJECT (Live Action),"David Adams, Producer",Solo,0
1972,1973,45,SOUND,"Robert Knudson, David Hildyard",Cabaret,1
1972,1973,45,SOUND,"Bud Grenzbach, Richard Portman, Christopher Newman",The Godfather,0
1972,1973,45,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",The Godfather,1
1972,1973,45,HONORARY AWARD, Edward G. Robinson who achieved greatness as a player,,1
1973,1974,46,ACTOR,Robert Redford,The Sting,0
1973,1974,46,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,1
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,0
1973,1974,46,ACTRESS,Glenda Jackson,A Touch of Class,1
1973,1974,46,ART DIRECTION,Art Direction:  Philip Jefferies;  Set Decoration:  Robert de Vestel,Tom Sawyer,0
1973,1974,46,CINEMATOGRAPHY,Robert Surtees,The Sting,0
1973,1974,46,DOCUMENTARY (Short Subject),"Albert Maysles and David Maysles, Producers",Christo's Valley Curtain,0
1973,1974,46,FILM EDITING,"Frank P. Keller, James Galloway",Jonathan Livingston Seagull,0
1973,1974,46,FOREIGN LANGUAGE FILM,West Germany,The Pedestrian,0
1973,1974,46,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",Jesus Christ Superstar,0
1973,1974,46,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,Tom Sawyer,0
1973,1974,46,BEST PICTURE,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",American Graffiti,0
1973,1974,46,BEST PICTURE,"William Peter Blatty, Producer",The Exorcist,0
1973,1974,46,BEST PICTURE,"Melvin Frank, Producer",A Touch of Class,0
1973,1974,46,SHORT SUBJECT (Animated),"Frank Mouris, Producer",Frank Film,1
1973,1974,46,SHORT SUBJECT (Animated),"Nick Bosustow and David Adams, Producers",The Legend of John Henry,0
1973,1974,46,SHORT SUBJECT (Live Action),"Allan Miller and William Fertik, Producers",The Bolero,1
1973,1974,46,SOUND,"Robert Knudson, Chris Newman",The Exorcist,1
1973,1974,46,SOUND,"Ronald K. Pierce, Robert Bertrand",The Sting,0
1973,1974,46,WRITING (Screenplay--based on material from another medium),William Peter Blatty,The Exorcist,1
1973,1974,46,WRITING (Screenplay--based on material from another medium),Robert Towne,The Last Detail,0
1973,1974,46,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),David S. Ward,The Sting,1
1973,1974,46,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Melvin Frank, Jack Rose",A Touch of Class,0
1974,1975,47,ACTOR,Dustin Hoffman,Lenny,0
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,1
1974,1975,47,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,The Godfather Part II,0
1974,1975,47,ART DIRECTION,"Art Direction:  Alexander Golitzen, E. Preston Ames;  Set Decoration:  Frank McKelvy",Earthquake,0
1974,1975,47,ART DIRECTION,"Art Direction:  Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs;  Set Decoration:  Hal Gausman",The Island at the Top of the World,0
1974,1975,47,DIRECTING,Francis Ford Coppola,The Godfather Part II,1
1974,1975,47,DIRECTING,Bob Fosse,Lenny,0
1974,1975,47,DOCUMENTARY (Feature),"Jacquot Ehrlich, David Bergman and Haim Gouri, Producers",The 81st Blow,0
1974,1975,47,DOCUMENTARY (Feature),"Peter Davis and Bert Schneider, Producers",Hearts and Minds,1
1974,1975,47,DOCUMENTARY (Short Subject),"Francis Thompson, Producer",City Out of Wilderness,0
1974,1975,47,DOCUMENTARY (Short Subject),"Robin Lehman, Producer",Don't,1
1974,1975,47,FILM EDITING,"John C. Howard, Danford Greene",Blazing Saddles,0
1974,1975,47,MUSIC (Original Dramatic Score),"Nino Rota, Carmine Coppola",The Godfather Part II,1
1974,1975,47,MUSIC (Original Dramatic Score),Richard Rodney Bennett,Murder on the Orient Express,0
1974,1975,47,MUSIC (Song),Music by John Morris; Lyrics by Mel Brooks,Blazing Saddles,0
1974,1975,47,BEST PICTURE,"Robert Evans, Producer",Chinatown,0
1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",The Conversation,0
1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,1
1974,1975,47,SHORT FILM (Animated),"Will Vinton and Bob Gardiner, Producers",Closed Mondays,1
1974,1975,47,SHORT FILM (Animated),"Yvon Mallette and Robert Verrall, Producers",The Family That Dwelt Apart,0
1974,1975,47,SHORT FILM (Live Action),"Andrew Welsh and George Pastic, Producers",The Violin,0
1974,1975,47,SOUND,"Ronald Pierce, Melvin Metcalfe, Sr.",Earthquake,1
1974,1975,47,WRITING (Original Screenplay),Robert Getchell,Alice Doesn't Live Here Anymore,0
1974,1975,47,WRITING (Original Screenplay),Robert Towne,Chinatown,1
1974,1975,47,WRITING (Original Screenplay),Francis Ford Coppola,The Conversation,0
1974,1975,47,WRITING (Screenplay Adapted from Other Material),"Francis Ford Coppola, Mario Puzo",The Godfather Part II,1
1974,1975,47,WRITING (Screenplay Adapted from Other Material),"Gene Wilder, Mel Brooks",Young Frankenstein,0
1974,1975,47,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Frank Brendel, Glen Robinson, Albert Whitlock",Earthquake,1
1974,1975,47,HONORARY AWARD, Howard Hawks - A master American filmmaker whose creative efforts hold a distinguished place in world cinema.,,1
1975,1976,48,ACTRESS,Glenda Jackson,Hedda,0
1975,1976,48,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Shampoo,1
1975,1976,48,ART DIRECTION,Art Direction:  Edward Carfagno;  Set Decoration:  Frank McKelvy,The Hindenburg,0
1975,1976,48,ART DIRECTION,"Art Direction:  Alexander Trauner, Tony Inglis;  Set Decoration:  Peter James",The Man Who Would Be King,0
1975,1976,48,CINEMATOGRAPHY,James Wong Howe,Funny Lady,0
1975,1976,48,CINEMATOGRAPHY,Robert Surtees,The Hindenburg,0
1975,1976,48,COSTUME DESIGN,"Ray Aghayan, Bob Mackie",Funny Lady,0
1975,1976,48,DIRECTING,Stanley Kubrick,Barry Lyndon,0
1975,1976,48,DIRECTING,Robert Altman,Nashville,0
1975,1976,48,DOCUMENTARY (Feature),"Walter F. Parkes and Keith F. Critchlow, Producers",The California Reich,0
1975,1976,48,DOCUMENTARY (Short Subject),"Jon Else, Steven Kovacs and Kristine Samuelson, Producers",Arthur and Lillie,0
1975,1976,48,DOCUMENTARY (Short Subject),"Claire Wilbur and Robin Lehman, Producers",The End of the Game,1
1975,1976,48,DOCUMENTARY (Short Subject),"Barrie Howells and Michael Scott, Producers",Whistling Smith,0
1975,1976,48,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Peter Matz,Funny Lady,0
1975,1976,48,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Peter Townshend,Tommy,0
1975,1976,48,BEST PICTURE,"Stanley Kubrick, Producer",Barry Lyndon,0
1975,1976,48,BEST PICTURE,"Martin Bregman and Martin Elfand, Producers",Dog Day Afternoon,0
1975,1976,48,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",Jaws,0
1975,1976,48,BEST PICTURE,"Robert Altman, Producer",Nashville,0
1975,1976,48,SHORT FILM (Animated),"Bob Godfrey, Producer",Great,1
1975,1976,48,SHORT FILM (Animated),"Robert Swarthe, Producer",Kick Me,0
1975,1976,48,SOUND,"Leonard Peterson, John A. Bolger, Jr., John Mack, Don K. Sharpless",The Hindenburg,0
1975,1976,48,SOUND,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",Jaws,1
1975,1976,48,WRITING (Original Screenplay),Frank Pierson,Dog Day Afternoon,1
1975,1976,48,WRITING (Original Screenplay),"Robert Towne, Warren Beatty",Shampoo,0
1975,1976,48,WRITING (Screenplay Adapted from Other Material),Stanley Kubrick,Barry Lyndon,0
1975,1976,48,SPECIAL ACHIEVEMENT AWARD (Sound Effects),Peter Berkos,The Hindenburg,1
1975,1976,48,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Albert Whitlock, Glen Robinson",The Hindenburg,1
1976,1977,49,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,0
1976,1977,49,ACTOR IN A LEADING ROLE,Peter Finch,Network,1
1976,1977,49,ACTOR IN A LEADING ROLE,William Holden,Network,0
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,1
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Voyage of the Damned,0
1976,1977,49,ART DIRECTION,"Art Direction:  Elliot Scott, Norman Reynolds;  Set Decoration:  Peter Howitt",The Incredible Sarah,0
1976,1977,49,ART DIRECTION,Art Direction:  Dale Hennesy;  Set Decoration:  Robert de Vestel,Logan's Run,0
1976,1977,49,ART DIRECTION,Art Direction:  Robert F. Boyle;  Set Decoration:  Arthur Jeph Parker,The Shootist,0
1976,1977,49,CINEMATOGRAPHY,Robert Surtees,A Star Is Born,0
1976,1977,49,DOCUMENTARY (Feature),"James Gutman and David Helpern, Jr., Producers",Hollywood on Trial,0
1976,1977,49,DOCUMENTARY (Feature),"Anthony Howarth and David Koff, Producers",People of the Wind,0
1976,1977,49,DOCUMENTARY (Feature),"Donald Brittain and Robert Duncan, Producers",Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,0
1976,1977,49,FILM EDITING,Robert L. Wolfe,All the President's Men,0
1976,1977,49,FILM EDITING,"Robert Jones, Pembroke J. Herring",Bound for Glory,0
1976,1977,49,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Adaptation Score by Roger Kellaway,A Star Is Born,0
1976,1977,49,MUSIC (Original Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Half a House,0
1976,1977,49,MUSIC (Original Song),Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,Rocky,0
1976,1977,49,BEST PICTURE,"Robert F. Blumofe and Harold Leventhal, Producers",Bound for Glory,0
1976,1977,49,BEST PICTURE,"Howard Gottfried, Producer",Network,0
1976,1977,49,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,1
1976,1977,49,SHORT FILM (Live Action),"Andre Guttfreund and Peter Werner, Producers",In the Region of Ice,1
1976,1977,49,SHORT FILM (Live Action),"Claire Wilbur and Robin Lehman, Producers",Nightlife,0
1976,1977,49,SOUND,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",A Star Is Born,0
1976,1977,49,WRITING (Screenplay--based on material from another medium),Robert Getchell,Bound for Glory,0
1976,1977,49,WRITING (Screenplay--based on material from another medium),"Steve Shagan, David Butler",Voyage of the Damned,0
1976,1977,49,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",King Kong,1
1976,1977,49,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"L. B. Abbott, Glen Robinson, Matthew Yuricich",Logan's Run,1
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Peter Firth,Equus,0
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Jason Robards,Julia,1
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Close Encounters of the Third Kind,0
1977,1978,50,ART DIRECTION,"Art Direction:  Ken Adam, Peter Lamont;  Set Decoration:  Hugh Scaife",The Spy Who Loved Me,0
1977,1978,50,ART DIRECTION,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian",Star Wars,1
1977,1978,50,CINEMATOGRAPHY,Robert Surtees,The Turning Point,0
1977,1978,50,COSTUME DESIGN,"Edith Head, Burton Miller",Airport '77,0
1977,1978,50,DIRECTING,Steven Spielberg,Close Encounters of the Third Kind,0
1977,1978,50,DOCUMENTARY (Feature),"Robert Dornhelm and Earle Mack, Producers",The Children of Theatre Street,0
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Adaptation Score by Jonathan Tunick,A Little Night Music,1
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley,The Slipper and the Rose--The Story of Cinderella,0
1977,1978,50,MUSIC (Original Song),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,The Slipper and the Rose--The Story of Cinderella,0
1977,1978,50,MUSIC (Original Song),Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins,The Rescuers,0
1977,1978,50,SHORT FILM (Animated),"James Picker, Robert Grossman and Craig Whitaker, Producers",Jimmy the C,0
1977,1978,50,SHORT FILM (Animated),"Co Hoedeman, Producer",The Sand Castle,1
1977,1978,50,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",Close Encounters of the Third Kind,0
1977,1978,50,SOUND,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",The Deep,0
1977,1978,50,SOUND,"Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme",Sorcerer,0
1977,1978,50,SOUND,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",Star Wars,1
1977,1978,50,VISUAL EFFECTS,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",Star Wars,1
1977,1978,50,WRITING (Screenplay--based on material from another medium),Peter Shaffer,Equus,0
1977,1978,50,WRITING (Screenplay--based on material from another medium),"Gavin Lambert, Lewis John Carlino",I Never Promised You a Rose Garden,0
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Robert Benton,The Late Show,0
1977,1978,50,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Frank E. Warner,Close Encounters of the Third Kind,1
1978,1979,51,ACTOR IN A LEADING ROLE,Robert De Niro,The Deer Hunter,0
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,1
